1st_choice,2nd_choice,3rd_choice,ssc_or_olevel,hsc_or_alevel,medium,ssc_board,hsc_board,Credit Earned,CGPA,registered_program,target_dept
EEE-1,CSE-2,ECE-3,5,5,ban,Dhaka,Dhaka,113.00,3.94,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,CSE-3,5,5,ban,Rajshahi,Rajshahi,126.00,2.61,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,BIO-3,5,5,ban,Dhaka,Dhaka,18.00,2.6,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,ECE-3,5,5,ban,Dhaka,Dhaka,136.00,2.07,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,ARC-3,4.8,3.75,eng,,,42.00,2.55,EEE,ElectricalandElectronicEngr
EEE-1,ARC-2,CSE-3,5,4.8,ban,Dhaka,Dhaka,33.00,3.32,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,ECE-3,5,5,ban,Dhaka,Dhaka,107.50,3.59,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,ECE-3,,,ban,,,9.00,2.96,EEE,ElectricalandElectronicEngr
EEE-1,CS-2,CSE-3,5,4.8,ban,Dinajpur,Dhaka,33.00,3.62,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,CSE-3,5,5,ban,Dhaka,Dhaka,90.00,3.78,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,ECE-3,5,4.5,ban,Comilla,Comilla,15.00,2.66,EEE,ElectricalandElectronicEngr
ARC-1,EEE-2,PHR-3,5,4.6,ban,Comilla,Comilla,44.50,2.98,EEE,ElectricalandElectronicEngr
EEE-1,BIO-2,ECE-3,5,5,ban,Dhaka,Dhaka,113.00,3.46,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,CSE-3,5,5,ban,Dhaka,Dhaka,27.00,3.55,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,ECE-3,5,5,ban,Dhaka,Dhaka,72.00,3.05,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,CS-3,5,5,ban,Rajshahi,Rajshahi,54.00,3.15,EEE,ElectricalandElectronicEngr
EEE-1,ARC-2,CSE-3,5,5,ban,Dhaka,Dhaka,15.00,2.58,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,ECE-3,5,5,ban,Dhaka,Dhaka,39.00,2.23,EEE,ElectricalandElectronicEngr
EEE-1,ARC-2,BIO-3,5,5,eng,,,137.50,2.27,EEE,ElectricalandElectronicEngr
CSE-1,EEE-2,ECE-3,5,5,ban,Sylhet,Dhaka,133.00,2.4,EEE,ElectricalandElectronicEngr
EEE-1,ECE-2,CSE-3,5,4.6,ban,Dhaka,Dhaka,27.00,2.42,EEE,ElectricalandElectronicEngr
EEE-1,CSE-2,ECE-3,,,ban,,,89.50,2.11,EEE,ElectricalandElectronicEngr
ENG-1,LLB-2,,4.44,3.9,ban,Jessore,Dhaka,66.00,2.6,ENG,ENH
ENG-1,LLB-2,,4.88,3.8,ban,Dhaka,Dhaka,111.00,2.84,ENG,ENH
ENG-1,LLB-2,,,5,ban,Dhaka,Dhaka,15.00,2.27,ENG,ENH
BBA-1,ENG-2,,4.5,4.6,ban,Dhaka,Dhaka,96.00,3.47,ENG,ENH
BBA-1,ENG-2,,4.13,4.7,ban,Dhaka,Dhaka,57.00,2.19,ENG,ENH
ARC-1,ENG-2,,5,4.1,ban,Dhaka,Dhaka,39.00,2.5,ENG,ENH
ENG-1,MIC-2,,3.63,3.8,eng-ver,Dhaka,Dhaka,12.00,2.46,ENG,ENH
ENG-1,LLB-2,,5,3.4,madrasah,Madrasah,Jessore,24.00,3.79,ENG,ENH
EEE-1,ECE-2,,5,5,ban,Dhaka,Dhaka,114.00,2.03,ENG,ENH
ENG-1,LLB-2,,4.19,3.8,ban,Rajshahi,Rajshahi,45.00,2.44,ENG,ENH
ENG-1,BBA-2,,5,4.8,ban,Dhaka,Dhaka,114.00,2.32,ENG,ENH
ENG-1,LLB-2,,4.69,4.2,ban,Dhaka,Dhaka,139.00,2.21,ENG,ENH
ENG-1,BBA-2,,3.81,3,ban,Rajshahi,Dhaka,42.00,3.51,ENG,ENH
ENG-1,LLB-2,,5,5,ban,Dhaka,Dhaka,15.00,2.45,ENG,ENH
ENG-1,BBA-2,,,,ban,Dhaka,Dhaka,75.00,2.17,ENG,ENH
ENG-1,LLB-2,,4.38,5,ban,Dhaka,Dhaka,21.00,2.13,ENG,ENH
BBA-1,ENG-2,,,,ban,,,126.00,3.75,ENG,ENH
ENG-1,BBA-2,,5,,ban,Dhaka,Dhaka,51.00,2.02,ENG,ENH
ECO-1,LLB-2,,,,ban,,,83.00,2.31,ENG,ENH
ENG-1,ECO-2,,4.94,4.1,ban,Chittagong,Chittagong,131.50,2.49,ENG,ENH
ENG-1,ECO-2,,,,ban,,,21.00,3.67,ENG,ENH
ENG-1,BBA-2,,5,4.2,ban,Dinajpur,Dinajpur,60.00,2.37,ENG,ENH
ENG-1,ECO-2,,4.42,,eng,,,89.00,2.05,ENG,ENH
CSE-1,EEE-2,,5,4.6,ban,Rajshahi,Rajshahi,178.50,2.64,ENG,ENH
ARC-1,CSE-2,,4.94,3.8,ban,Dhaka,Dhaka,90.00,3.93,ENG,ENH
LLB-1,ENG-2,,4.88,4.4,ban,Dhaka,Dhaka,33.00,2.82,ENG,ENH
ENG-1,LLB-2,,4.69,4.1,ban,Dinajpur,Dinajpur,39.00,2.48,ENG,ENH
BBA-1,ENG-2,,3.94,4.9,ban,Dhaka,Dhaka,103.00,2.77,ENG,ENH
ENG-1,BBA-2,,,,ban,,,18.00,3.28,ENG,ENH
ENG-1,LLB-2,,,3.8,ban,Others,Dhaka,105.00,2.14,ENG,ENH
MIC-1,BIO-2,,5,4.8,ban,Chittagong,Dhaka,96.00,2.49,ENG,ENH
APE-1,CS-2,,4.94,4.9,ban,Dhaka,Dhaka,102.00,2.4,ENG,ENH
ENG-1,LLB-2,,,,ban,,,130.00,2.67,ENG,ENH
ENG-1,LLB-2,,4.63,4.1,ban,Dhaka,Dhaka,99.00,2.79,ENG,ENH
ENG-1,LLB-2,,4.75,4.5,ban,Dhaka,Dhaka,36.00,3.43,ENG,ENH
ENG-1,ANT-2,,4.25,4.1,ban,Dhaka,Dhaka,39.00,2.48,ENG,ENH
ENG-1,ECO-2,,4.5,4.9,ban,Dhaka,Dhaka,75.00,2.38,ENG,ENH
ANT-1,ENG-2,,3.06,4,ban,Dhaka,Dhaka,36.00,2.31,ENG,ENH
BBA-1,ENG-2,,4.69,4.6,ban,Dhaka,Dhaka,130.00,2.62,ENG,ENH
LLB-1,PHR-2,,5,4.9,ban,Dhaka,Dhaka,36.00,2.57,ENG,ENH
BBA-1,ENG-2,,4.56,4.9,ban,Rajshahi,Dhaka,111.00,2.02,ENG,ENH
PHY-1,APE-2,,5,3.1,ban,Dhaka,Dhaka,48.00,2.3,ENG,ENH
ENG-1,BBA-2,,4.13,4.4,ban,Dhaka,Dhaka,87.00,3.69,ENG,ENH
BBA-1,ENG-2,,4.88,4.8,ban,Dhaka,Dhaka,9.00,2.96,ENG,ENH
BBA-1,ENG-2,,5,5,ban,Dhaka,Dhaka,141.00,3.92,ENG,ENH
ENG-1,CS-2,BBA-3,,,ban,Sylhet,Sylhet,90.00,3.6,ENG,ENH
BBA-1,ECO-2,ENG-3,4.69,5,ban,Dhaka,Dhaka,15.00,3.67,ENG,ENH
ENG-1,LLB-2,BBA-3,4.19,4.6,ban,Dhaka,Dhaka,76.00,3.5,ENG,ENH
PHR-1,ENG-2,CSE-3,5,4.6,ban,Dhaka,Dhaka,120.00,3.84,ENG,ENH
BBA-1,ENG-2,ECO-3,4.88,5,ban,Dhaka,Dhaka,31.50,3.54,ENG,ENH
ECE-1,PHR-2,BIO-3,5,5,ban,Jessore,Dhaka,15.00,2.65,ENG,ENH
ECO-1,ENG-2,BBA-3,5,5,ban,Dhaka,Dhaka,12.00,4,ENG,ENH
BBA-1,ENG-2,ECO-3,5,5,ban,Dhaka,Dhaka,81.00,2.24,ENG,ENH
ENG-1,LLB-2,ECO-3,4.94,5,ban,Dhaka,Dhaka,132.00,2.01,ENG,ENH
ECE-1,EEE-2,CSE-3,5,5,ban,Dhaka,Dhaka,21.00,2.39,ENG,ENH
ENG-1,LLB-2,ANT-3,4.56,5,ban,Dhaka,Dhaka,15.00,2.61,ENG,ENH
CSE-1,ENG-2,ARC-3,5,4.7,ban,Dhaka,Dhaka,45.00,3.13,ENG,ENH
BBA-1,LLB-2,ENG-3,5,4.6,ban,Jessore,Dhaka,96.00,2.79,ENG,ENH
ENG-1,BBA-2,ECO-3,3,3.5,eng,,,15.00,3.99,ENG,ENH
PHR-1,BIO-2,LLB-3,4.69,5,ban,Dhaka,Dhaka,123.00,2.82,ENG,ENH
ENG-1,BBA-2,ECO-3,5,5,ban,Dhaka,Dhaka,27.00,2.8,ENG,ENH
ENG-1,LLB-2,ANT-3,5,4.3,ban,Dhaka,Dhaka,48.00,2.2,ENG,ENH
BBA-1,ENG-2,LLB-3,5,5,ban,Dhaka,Dhaka,90.00,2.54,ENG,ENH
ECO-1,ENG-2,CSE-3,5,5,ban,Dhaka,Dhaka,84.00,2.71,ENG,ENH
ENG-1,MAT-2,ECO-3,4.63,4.2,ban,Dhaka,Dhaka,12.00,2.53,ENG,ENH
BBA-1,ECO-2,ENG-3,5,5,ban,Dhaka,Dhaka,24.00,2.32,ENG,ENH
ENG-1,BBA-2,ECO-3,5,5,ban,Dhaka,Dhaka,63.00,2.54,ENG,ENH
ARC-1,ENG-2,ECO-3,4.88,4.3,ban,Dhaka,Dhaka,15.00,2.8,ENG,ENH
CSE-1,EEE-2,ENG-3,5,4.3,ban,Dhaka,Dhaka,42.00,2.02,ENG,ENH
ECO-1,ENG-2,BBA-3,3.75,4.5,ban,Dhaka,Dhaka,117.00,3.1,ENG,ENH
BIO-1,PHR-2,ENG-3,5,5,ban,Dhaka,Dhaka,48.00,2.56,ENG,ENH
BBA-1,ENG-2,LLB-3,,,ban,,,33.00,2.55,ENG,ENH
ENG-1,LLB-2,,5,4.7,ban,Dhaka,Rajshahi,84.00,3.95,ENG,ENH
ENG-1,BBA-2,ECO-3,5,4.8,ban,Dhaka,Dhaka,131.50,3.2,ENG,ENH
ENG-1,BBA-2,ECO-3,3.94,4.1,ban,Rajshahi,Rajshahi,9.00,3.64,ENG,ENH
ENG-1,LLB-2,BBA-3,5,4,ban,Comilla,Dhaka,9.00,2.56,ENG,ENH
ENG-1,LLB-2,BIO-3,4.75,4.3,ban,Dhaka,Dhaka,30.00,2.25,ENG,ENH
ENG-1,LLB-2,ANT-3,5,5,ban,Dhaka,Dhaka,15.00,3.17,ENG,ENH
ECO-1,ENG-2,BBA-3,5,4.5,ban,Dhaka,Dhaka,126.00,2.47,ENG,ENH
ANT-1,ENG-2,BBA-3,4.94,4.3,ban,Dhaka,Dhaka,132.00,3.88,ENG,ENH
ECO-1,BBA-2,ENG-3,5,4.8,ban,Chittagong,Chittagong,108.00,2.44,ENG,ENH
BBA-1,ECO-2,ENG-3,5,5,ban,Jessore,Jessore,39.00,2.27,ENG,ENH
ENG-1,ECO-2,ANT-3,5,5,ban,Dhaka,Dhaka,15.00,2.99,ENG,ENH
LLB-1,ENG-2,BBA-3,5,4.5,ban,Dhaka,Dhaka,15.00,2.67,ENG,ENH
ENG-1,LLB-2,ANT-3,5,4.6,ban,Dhaka,Dhaka,78.00,3.98,ENG,ENH
ENG-1,BBA-2,ECO-3,4.13,3.3,ban,Dhaka,Dhaka,22.00,2.14,ENG,ENH
ENG-1,LLB-2,BIO-3,5,4.5,ban,Dinajpur,Dinajpur,66.00,2.72,ENG,ENH
ECO-1,BBA-2,ENG-3,4.94,5,ban,Dhaka,Dhaka,87.00,2.39,ENG,ENH
BBA-1,ECO-2,ENG-3,5,5,ban,Dinajpur,Dhaka,67.00,2.38,ENG,ENH
BBA-1,ENG-2,ECO-3,4.81,4.7,ban,Dhaka,Dhaka,119.00,3.46,ENG,ENH
BBA-1,ENG-2,LLB-3,3.81,3.4,ban,Chittagong,Chittagong,131.00,2.37,ENG,ENH
ENG-1,ECE-2,APE-3,5,4.2,ban,Sylhet,Sylhet,12.00,2.47,ENG,ENH
PHR-1,MIC-2,ENG-3,5,3.63,ban,Jessore,Jessore,15.00,2.13,ENG,ENH
BBA-1,ENG-2,,4.38,4.1,ban,Comilla,Dhaka,69.00,2.65,ENG,ENH
ENG-1,ECO-2,LLB-3,4.5,4.5,ban,Dhaka,Dhaka,39.00,2.27,ENG,ENH
EEE-1,MIC-2,BBA-3,5,3.9,ban,Dhaka,Dhaka,15.00,3.92,ENG,ENH
ANT-1,,,4.5,4.9,ban,Dhaka,Dhaka,15.00,2.23,ENG,ENH
BBA-1,LLB-2,ENG-3,5,,ban,Chittagong,Chittagong,70.00,2.87,ENG,ENH
LLB-1,ENG-2,ECO-3,4,,ban,Others,Dhaka,66.00,2.64,ENG,ENH
ENG-1,ECO-2,CS-3,5,4.4,ban,Sylhet,Sylhet,93.00,2.87,ENG,ENH
BBA-1,ECO-2,ENG-3,5,4.6,ban,Jessore,Jessore,93.00,2.91,ENG,ENH
BBA-1,ENG-2,ECO-3,5,,ban,Dhaka,Dhaka,99.00,3.51,ENG,ENH
ENG-1,BBA-2,LLB-3,4.81,4.9,ban,Dhaka,Dhaka,72.00,3.01,ENG,ENH
BBA-1,ENG-2,LLB-3,5,5,ban,Dhaka,Dhaka,12.00,2.79,ENG,ENH
ENG-1,LLB-2,ANT-3,5,4.7,ban,Rajshahi,Dhaka,42.00,2.3,ENG,ENH
ENG-1,MIC-2,BIO-3,4.75,4.1,ban,Dhaka,Dhaka,21.00,2.49,ENG,ENH
ENG-1,LLB-2,ANT-3,4.88,4.3,ban,Dhaka,Dhaka,48.00,2.81,ENG,ENH
ARC-1,BIO-2,ENG-3,4.5,4.5,eng-ver,Dhaka,Dhaka,60.00,3.71,ENG,ENH
ENG-1,,,4.81,4.7,eng-ver,Dhaka,Dhaka,18.00,2.5,ENG,ENH
BBA-1,ENG-2,ANT-3,3.5,3.8,eng-ver,Dhaka,Dhaka,75.00,3.9,ENG,ENH
ENG-1,ANT-2,ECO-3,4.69,4.4,eng-ver,Dhaka,Dhaka,36.00,2.54,ENG,ENH
BBA-1,ENG-2,ECO-3,4.88,4.9,eng-ver,Dhaka,Dhaka,51.00,3.22,ENG,ENH
MAT-1,ENG-2,LLB-3,3.88,,eng-ver,Dhaka,,9.00,2.78,ENG,ENH
LLB-1,ENG-2,ECO-3,4.75,3.5,eng-ver,Dhaka,Dhaka,15.00,3.81,ENG,ENH
BBA-1,ENG-2,ECO-3,3.44,5,eng-ver,Dhaka,Dhaka,18.00,3.2,ENG,ENH
ENG-1,,,,,ban,,,108.00,2.11,ENG,ENH
BBA-1,ENG-2,ECO-3,5,4.6,ban,Dhaka,Dhaka,21.00,2.82,ENG,ENH
BBA-1,ENG-2,,4.19,4.6,ban,Dhaka,Dhaka,36.00,2.79,ENG,ENH
ENG-1,ECO-2,BIO-3,5,5,ban,Dhaka,Dhaka,51.00,2.74,ENG,ENH
LLB-1,ENG-2,BBA-3,4.63,4.5,ban,Dhaka,Dhaka,39.00,3.62,ENG,ENH
ENG-1,BBA-2,LLB-3,5,4.7,ban,Dhaka,Dhaka,126.00,3.11,ENG,ENH
ENG-1,LLB-2,ANT-3,4.94,4.6,ban,Dhaka,Dhaka,114.00,3.07,ENG,ENH
ENG-1,BBA-2,ECO-3,5,5,ban,Dhaka,Dhaka,81.00,2.72,ENG,ENH
ENG-1,ECO-2,LLB-3,4.56,4.8,ban,Dhaka,Dhaka,21.00,2.7,ENG,ENH
BBA-1,ENG-2,CS-3,4.56,4.1,ban,Dhaka,Dhaka,45.00,3.46,ENG,ENH
ENG-1,LLB-2,,4.8,3,eng,,,36.00,2.86,ENG,ENH
ENG-1,LLB-2,BBA-3,4.81,4,ban,Dhaka,Dhaka,30.00,2.39,ENG,ENH
BBA-1,ECO-2,ENG-3,4.75,4.5,ban,Dhaka,Dhaka,105.00,2.57,ENG,ENH
ENG-1,LLB-2,ANT-3,5,4.8,ban,Dhaka,Dhaka,54.00,3.94,ENG,ENH
ENG-1,,,4.4,3.5,eng,,,15.00,2.52,ENG,ENH
ENG-1,BBA-2,ECO-3,3.88,3.3,ban,Dhaka,Dhaka,57.00,3.64,ENG,ENH
ENG-1,LLB-2,MIC-3,5,4.7,ban,Comilla,Comilla,72.00,2.04,ENG,ENH
ENG-1,ANT-2,,4.75,5,ban,Dhaka,Dhaka,42.00,2.19,ENG,ENH
ENG-1,PHR-2,MIC-3,5,4.3,ban,Dhaka,Dhaka,36.00,2.46,ENG,ENH
PHR-1,BIO-2,ENG-3,4.75,4.5,ban,Rajshahi,Rajshahi,68.50,2.86,ENG,ENH
BBA-1,ECO-2,ENG-3,4.31,4.2,ban,Dhaka,Dhaka,102.00,3.25,ENG,ENH
ENG-1,LLB-2,BBA-3,5,5,ban,Dhaka,Dhaka,15.00,2.14,ENG,ENH
ENG-1,ECO-2,BBA-3,5,4.5,ban,Dhaka,Dhaka,15.00,2.39,ENG,ENH
BBA-1,ENG-2,ECO-3,4.44,4,ban,Rajshahi,Rajshahi,66.00,2.35,ENG,ENH
CSE-1,BIO-2,ARC-3,5,5,ban,Dhaka,Dhaka,18.00,2.69,ENG,ENH
BBA-1,ECO-2,ENG-3,4.31,4.7,ban,Dhaka,Dhaka,36.00,2.78,ENG,ENH
PHY-1,CSE-2,ECE-3,5,5,eng,,,27.00,2.57,ENG,ENH
BBA-1,ECO-2,ENG-3,5,4.2,ban,Dhaka,Dhaka,15.00,3.78,ENG,ENH
ENG-1,BBA-2,ECO-3,3.6,2.5,eng,,,36.00,3.05,ENG,ENH
CSE-1,ENG-2,ARC-3,4.63,4.6,ban,Dhaka,Dhaka,72.00,2.74,ENG,ENH
ENG-1,LLB-2,BBA-3,5,4.3,ban,Dhaka,Dhaka,21.00,2.75,ENG,ENH
ENG-1,ANT-2,ARC-3,3.94,3.4,ban,Comilla,Dhaka,136.00,2.71,ENG,ENH
ENG-1,,,5,3.5,ban,Dhaka,Dhaka,187.50,2.84,ENG,ENH
ENG-1,BBA-2,,4.81,4.4,eng-ver,Dhaka,Dhaka,15.00,2.67,ENG,ENH
ENG-1,CSE-2,BBA-3,5,4,ban,Dhaka,Dhaka,12.00,2.38,ENG,ENH
ENG-1,,,4.25,4.1,ban,Dhaka,Dhaka,135.00,3.24,ENG,ENH
ENG-1,,,4.44,4.7,ban,Dhaka,Dhaka,30.00,3.08,ENG,ENH
ENG-1,LLB-2,,4.5,3.9,ban,Dhaka,Dhaka,51.00,2.82,ENG,ENH
MIC-1,LLB-2,ENG-3,5,5,eng-ver,Dhaka,Dhaka,127.50,2.64,ENG,ENH
ENG-1,ANT-2,BBA-3,4.63,4,eng-ver,Dhaka,Dhaka,84.00,3.66,ENG,ENH
ENG-1,ECO-2,LLB-3,4.88,4.9,ban,Dhaka,Dhaka,123.00,2.08,ENG,ENH
BBA-1,LLB-2,ENG-3,4.31,4.3,ban,Dhaka,Dhaka,51.00,2.09,ENG,ENH
ENG-1,LLB-2,ECO-3,4.31,4.6,ban,Dhaka,Dhaka,45.00,2.9,ENG,ENH
ENG-1,LLB-2,BBA-3,4.63,4.7,eng-ver,Dhaka,Dhaka,57.00,2.81,ENG,ENH
BBA-1,ENG-2,LLB-3,5,4.9,eng-ver,Dhaka,Dhaka,18.00,2.87,ENG,ENH
ENG-1,,,5,4.8,eng-ver,Dhaka,Dhaka,90.00,3.72,ENG,ENH
ENG-1,LLB-2,ECO-3,4.88,5,eng-ver,Dhaka,Dhaka,51.00,3.17,ENG,ENH
ENG-1,LLB-2,,5,5,ban,Dhaka,Dhaka,15.00,3.09,ENG,ENH
ENG-1,BBA-2,,4.38,3.8,ban,Dhaka,Dhaka,12.00,2.59,ENG,ENH
ENG-1,ANT-2,LLB-3,5,5,ban,Dhaka,Dhaka,36.00,3.95,ENG,ENH
ENG-1,LLB-2,BBA-3,5,4.1,ban,Rajshahi,Rajshahi,42.00,3.09,ENG,ENH
BBA-1,ENG-2,LLB-3,4.75,4.7,ban,Dhaka,Dhaka,15.00,2.53,ENG,ENH
ENG-1,ECO-2,MIC-3,4.44,3.9,ban,Dhaka,Dhaka,72.00,2.59,ENG,ENH
ENG-1,,,5,4.9,ban,Dhaka,Dhaka,86.00,2.35,ENG,ENH
ENG-1,LLB-2,BBA-3,4.69,4,ban,Chittagong,Dhaka,36.00,2.57,ENG,ENH
ENG-1,,,4.31,4.7,ban,Dhaka,Dhaka,12.00,2.21,ENG,ENH
ENG-1,ECO-2,LLB-3,4.4,3,eng,,,15.00,2.95,ENG,ENH
BBA-1,ENG-2,ECO-3,3.16,3,eng,,,21.00,2.17,ENG,ENH
ENG-1,ANT-2,,3.5,2.5,eng,,,132.00,3.86,ENG,ENH
ENG-1,,,4.94,4.2,ban,Dhaka,Dhaka,15.00,3.71,ENG,ENH
EEE-1,ENG-2,MIC-3,5,4.4,ban,Dhaka,Dhaka,30.00,2.79,ENG,ENH
ENG-1,CSE-2,EEE-3,4.94,4.7,ban,Chittagong,Dhaka,21.00,2.11,ENG,ENH
ENG-1,,,4.63,4.1,ban,Dhaka,Dhaka,114.00,3.07,ENG,ENH
EEE-1,CSE-2,ENG-3,5,4.7,ban,Jessore,Jessore,33.00,3.43,ENG,ENH
ENG-1,BBA-2,ECO-3,,,ban,,,114.00,2.52,ENG,ENH
ENG-1,BBA-2,ECO-3,5,,ban,Dinajpur,Dinajpur,39.00,3.12,ENG,ENH
ENG-1,LLB-2,,5,4.5,ban,Dhaka,Dhaka,9.00,3.11,ENG,ENH
ARC-1,LLB-2,APE-3,5,,eng,,,126.00,2.23,ENG,ENH
ENG-1,BBA-2,,4.6,3,eng,,,63.00,2.44,ENG,ENH
ENG-1,BBA-2,ECO-3,4.69,4.7,ban,Dhaka,Dhaka,129.00,2.08,ENG,ENH
BBA-1,ENG-2,ANT-3,4.25,4.5,ban,Dhaka,Dhaka,19.00,2.59,ENG,ENH
BBA-1,LLB-2,ENG-3,5,5,ban,Dhaka,Dhaka,116.00,3.5,ENG,ENH
ENG-1,LLB-2,BIO-3,4.94,4.1,ban,Dinajpur,Dinajpur,128.50,2.42,ENG,ENH
ENG-1,ANT-2,ECO-3,4.6,3.3,eng,,,69.00,2.11,ENG,ENH
ENG-1,ARC-2,,4.63,3.75,ban,Rajshahi,Rajshahi,84.00,3.6,ENG,ENH
BBA-1,ENG-2,ANT-3,4.44,4,ban,Chittagong,Chittagong,18.00,3.03,ENG,ENH
BBA-1,ECO-2,ENG-3,5,5,ban,Dhaka,Dhaka,42.00,2.61,ENG,ENH
BBA-1,ENG-2,ECO-3,4.8,4.3,eng,,,45.00,3.35,ENG,ENH
EEE-1,CSE-2,ENG-3,5,4.6,ban,Dhaka,Dhaka,55.00,2.96,ENG,ENH
BBA-1,ENG-2,ECO-3,4.69,5,ban,Dhaka,Dhaka,51.00,2.51,ENG,ENH
ENG-1,MIC-2,BBA-3,5,5,ban,Dhaka,Dhaka,63.00,3.79,ENG,ENH
LLB-1,ENG-2,ANT-3,4.81,4.5,eng-ver,Dhaka,Dhaka,127.00,3.52,ENG,ENH
ENG-1,BBA-2,ANT-3,4.94,4.2,eng-ver,Dhaka,Dhaka,63.00,2.69,ENG,ENH
ENG-1,,,4.63,4.1,ban,Dhaka,Dhaka,81.00,3.19,ENG,ENH
LLB-1,ECO-2,,4.69,4.4,ban,Dhaka,Dhaka,51.00,3.58,LLB,School_of_Law
LLB-1,BBA-2,,5,5,ban,Dhaka,Dhaka,51.00,2.85,LLB,School_of_Law
LLB-1,ENG-2,,5,5,ban,Dhaka,Dhaka,105.00,3.8,LLB,School_of_Law
LLB-1,BBA-2,,5,4.7,ban,Dhaka,Dhaka,38.50,3.04,LLB,School_of_Law
LLB-1,ENG-2,,4.25,4.6,ban,Dhaka,Dhaka,24.00,2.59,LLB,School_of_Law
LLB-1,MIC-2,,5,3.7,ban,Dinajpur,Dinajpur,123.00,2.65,LLB,School_of_Law
LLB-1,ENG-2,,5,5,ban,Dinajpur,Dinajpur,15.00,2.83,LLB,School_of_Law
LLB-1,BBA-2,,5,,ban,Chittagong,Chittagong,9.00,2.29,LLB,School_of_Law
LLB-1,BIO-2,,5,4.6,ban,Dhaka,Dhaka,65.00,2.53,LLB,School_of_Law
BBA-1,LLB-2,,5,5,ban,Chittagong,Dhaka,75.00,3.75,LLB,School_of_Law
ARC-1,LLB-2,,4.44,3.6,ban,Dhaka,Dhaka,69.00,2.97,LLB,School_of_Law
LLB-1,ECO-2,,4.88,5,ban,Rajshahi,Rajshahi,18.00,3.81,LLB,School_of_Law
LLB-1,ECO-2,,4.75,4.8,ban,Dhaka,Dhaka,132.00,2.82,LLB,School_of_Law
LLB-1,BBA-2,,4.63,4.3,ban,Dhaka,Dhaka,15.00,2.3,LLB,School_of_Law
LLB-1,ENG-2,,3.94,4.1,ban,Rajshahi,Rajshahi,21.00,2.92,LLB,School_of_Law
LLB-1,ECO-2,,4.69,4.3,ban,Dhaka,Dhaka,18.00,2.81,LLB,School_of_Law
LLB-1,BBA-2,,5,4.3,ban,Chittagong,Chittagong,9.00,2.89,LLB,School_of_Law
LLB-1,ECO-2,,4.88,,eng,,,121.00,2.04,LLB,School_of_Law
BBA-1,LLB-2,,4.69,5,ban,Comilla,Comilla,119.00,2.41,LLB,School_of_Law
LLB-1,BBA-2,,5,4.2,ban,Chittagong,Chittagong,27.00,2.89,LLB,School_of_Law
LLB-1,ENG-2,,4.69,4.1,ban,Dhaka,Dhaka,39.00,2.13,LLB,School_of_Law
LLB-1,ENG-2,,4.63,4.2,eng-ver,Rajshahi,Rajshahi,123.00,3.9,LLB,School_of_Law
ARC-1,LLB-2,,4.6,,eng,,,95.50,2.27,LLB,School_of_Law
LLB-1,BIO-2,,,,ban,,,93.00,2.54,LLB,School_of_Law
LLB-1,BBA-2,,4.19,4.5,ban,Dhaka,Dhaka,33.00,2.49,LLB,School_of_Law
LLB-1,BBA-2,,4.75,5,ban,Rajshahi,Dinajpur,9.00,2.54,LLB,School_of_Law
LLB-1,ENG-2,,4,3.5,ban,Dhaka,Dhaka,48.00,2.14,LLB,School_of_Law
LLB-1,BBA-2,,4.69,5,ban,Dhaka,Dhaka,60.00,2.49,LLB,School_of_Law
LLB-1,BBA-2,,4.25,4.5,ban,Dhaka,Dhaka,36.00,2.74,LLB,School_of_Law
LLB-1,BBA-2,,4.56,4.8,ban,Dhaka,Dhaka,111.00,2.27,LLB,School_of_Law
LLB-1,ENG-2,,5,5,ban,Comilla,Comilla,136.00,3.85,LLB,School_of_Law
LLB-1,ARC-2,,5,4,ban,Dinajpur,Dinajpur,75.00,3.18,LLB,School_of_Law
LLB-1,BBA-2,,4.31,4.1,ban,Dinajpur,Dinajpur,36.00,2.02,LLB,School_of_Law
LLB-1,ENG-2,,4.63,4.3,ban,Dhaka,Dhaka,15.00,3.01,LLB,School_of_Law
LLB-1,ENG-2,,5,3.9,ban,Sylhet,Dhaka,129.00,2.46,LLB,School_of_Law
BBA-1,LLB-2,,4.63,4.1,ban,Dhaka,Dhaka,9.00,2.03,LLB,School_of_Law
LLB-1,BBA-2,,4.44,5,ban,Dhaka,Dhaka,65.00,2.16,LLB,School_of_Law
ARC-1,BBA-2,,4.63,4.9,ban,Dhaka,Dhaka,93.00,3.05,LLB,School_of_Law
LLB-1,ENG-2,,4.5,4.6,ban,Dhaka,Dhaka,48.00,3.64,LLB,School_of_Law
ARC-1,ECO-2,,4.94,3.9,ban,Dhaka,Dhaka,45.00,2.28,LLB,School_of_Law
